,date,grocery,sub_region_2
288416,3/28/20,8.0,Jefferson County
288417,3/29/20,-10.0,Jefferson County
288418,3/30/20,-4.0,Jefferson County
288419,3/31/20,-8.0,Jefferson County
288420,4/1/20,33.0,Jefferson County
288421,4/2/20,22.0,Jefferson County
288422,4/3/20,7.0,Jefferson County
288423,4/4/20,9.0,Jefferson County
288424,4/5/20,-12.0,Jefferson County
288602,2/15/20,-2.0,Lake County
288603,2/16/20,-5.0,Lake County
288604,2/17/20,-3.0,Lake County
288605,2/18/20,-5.0,Lake County
288606,2/19/20,-4.0,Lake County
288607,2/20/20,-3.0,Lake County
288608,2/21/20,-7.0,Lake County
288609,2/22/20,-5.0,Lake County
288610,2/23/20,-5.0,Lake County
288611,2/24/20,-4.0,Lake County
288612,2/25/20,-3.0,Lake County
288613,2/26/20,-3.0,Lake County
288614,2/27/20,6.0,Lake County
288615,2/28/20,3.0,Lake County
288616,2/29/20,1.0,Lake County
288617,3/1/20,3.0,Lake County
288618,3/2/20,3.0,Lake County
288619,3/3/20,6.0,Lake County
288620,3/4/20,3.0,Lake County
288621,3/5/20,4.0,Lake County
288622,3/6/20,1.0,Lake County
288623,3/7/20,0.0,Lake County
288624,3/8/20,1.0,Lake County
288625,3/9/20,3.0,Lake County
288626,3/10/20,5.0,Lake County
288627,3/11/20,7.0,Lake County
288628,3/12/20,18.0,Lake County
288629,3/13/20,21.0,Lake County
288630,3/14/20,14.0,Lake County
288631,3/15/20,5.0,Lake County
288632,3/16/20,13.0,Lake County
288633,3/17/20,12.0,Lake County
288634,3/18/20,6.0,Lake County
288635,3/19/20,5.0,Lake County
288636,3/20/20,5.0,Lake County
288637,3/21/20,-3.0,Lake County
288638,3/22/20,-14.0,Lake County
288639,3/23/20,-10.0,Lake County
288640,3/24/20,-10.0,Lake County
288641,3/25/20,-10.0,Lake County
288642,3/26/20,-11.0,Lake County
288643,3/27/20,-16.0,Lake County
288644,3/28/20,-18.0,Lake County
288645,3/29/20,-24.0,Lake County
288646,3/30/20,-20.0,Lake County
288647,3/31/20,-17.0,Lake County
288648,4/1/20,-5.0,Lake County
288649,4/2/20,-5.0,Lake County
288650,4/3/20,-19.0,Lake County
288651,4/4/20,-25.0,Lake County
288652,4/5/20,-35.0,Lake County
288653,4/6/20,-23.0,Lake County
288654,4/7/20,-20.0,Lake County
288655,4/8/20,-20.0,Lake County
288656,4/9/20,-18.0,Lake County
288657,4/10/20,-20.0,Lake County
288658,4/11/20,-16.0,Lake County
288659,4/12/20,-54.0,Lake County
288660,4/13/20,-19.0,Lake County
288661,4/14/20,-19.0,Lake County
288662,4/15/20,-17.0,Lake County
288663,4/16/20,-17.0,Lake County
288664,4/17/20,-17.0,Lake County
288665,4/18/20,-23.0,Lake County
288666,4/19/20,-20.0,Lake County
288667,4/20/20,-22.0,Lake County
288668,4/21/20,-13.0,Lake County
288669,4/22/20,-13.0,Lake County
288670,4/23/20,-13.0,Lake County
288671,4/24/20,-23.0,Lake County
288672,4/25/20,-14.0,Lake County
288673,4/26/20,-17.0,Lake County
288674,4/27/20,-13.0,Lake County
288675,4/28/20,-10.0,Lake County
288676,4/29/20,-10.0,Lake County
288677,4/30/20,-13.0,Lake County
288678,5/1/20,-7.0,Lake County
288679,5/2/20,-10.0,Lake County
288680,5/3/20,-11.0,Lake County
288681,5/4/20,-9.0,Lake County
288682,5/5/20,-6.0,Lake County
288683,5/6/20,-8.0,Lake County
288684,5/7/20,-7.0,Lake County
288685,5/8/20,-6.0,Lake County
288686,5/9/20,0.0,Lake County
288687,5/10/20,-7.0,Lake County
288688,5/11/20,-12.0,Lake County
288689,5/12/20,-8.0,Lake County
288690,5/13/20,-8.0,Lake County
288691,5/14/20,-8.0,Lake County
288692,5/15/20,-8.0,Lake County
288693,5/16/20,-8.0,Lake County
288694,5/17/20,-12.0,Lake County
288695,5/18/20,-12.0,Lake County
288696,5/19/20,-6.0,Lake County
288697,5/20/20,-5.0,Lake County
288698,5/21/20,-5.0,Lake County
288699,5/22/20,-3.0,Lake County
288700,5/23/20,-5.0,Lake County
288701,5/24/20,-8.0,Lake County
288702,5/25/20,-22.0,Lake County
288703,5/26/20,-8.0,Lake County
288704,5/27/20,-8.0,Lake County
288705,5/28/20,-9.0,Lake County
288706,5/29/20,-7.0,Lake County
288707,5/30/20,-9.0,Lake County
288708,5/31/20,-8.0,Lake County
288709,6/1/20,-5.0,Lake County
288710,6/2/20,-4.0,Lake County
288711,6/3/20,-5.0,Lake County
288712,6/4/20,-11.0,Lake County
288713,6/5/20,-8.0,Lake County
288714,6/6/20,-15.0,Lake County
288715,6/7/20,-14.0,Lake County
288716,6/8/20,-12.0,Lake County
288717,6/9/20,-7.0,Lake County
288718,6/10/20,-8.0,Lake County
288719,6/11/20,-7.0,Lake County
288720,6/12/20,-5.0,Lake County
288721,6/13/20,-8.0,Lake County
288722,6/14/20,-9.0,Lake County
288723,6/15/20,-6.0,Lake County
288724,6/16/20,-6.0,Lake County
288725,6/17/20,-5.0,Lake County
288726,6/18/20,-8.0,Lake County
288727,6/19/20,-7.0,Lake County
288728,6/20/20,-2.0,Lake County
288729,6/21/20,-6.0,Lake County
288730,6/22/20,-10.0,Lake County
288731,6/23/20,-9.0,Lake County
288732,6/24/20,-7.0,Lake County
288733,6/25/20,-8.0,Lake County
288734,6/26/20,-7.0,Lake County
288735,6/27/20,-9.0,Lake County
288736,6/28/20,-10.0,Lake County
288737,6/29/20,-8.0,Lake County
288738,6/30/20,-6.0,Lake County
288739,7/1/20,-6.0,Lake County
288740,7/2/20,-1.0,Lake County
288741,7/3/20,1.0,Lake County
288742,2/15/20,1.0,Lee County
288743,2/16/20,2.0,Lee County
288744,2/17/20,1.0,Lee County
288745,2/18/20,0.0,Lee County
288746,2/19/20,2.0,Lee County
288747,2/20/20,2.0,Lee County
288748,2/21/20,2.0,Lee County
288749,2/22/20,1.0,Lee County
288750,2/23/20,3.0,Lee County
288751,2/24/20,2.0,Lee County
288752,2/25/20,1.0,Lee County
288753,2/26/20,2.0,Lee County
288754,2/27/20,5.0,Lee County
288755,2/28/20,5.0,Lee County
288756,2/29/20,3.0,Lee County
288757,3/1/20,5.0,Lee County
288758,3/2/20,5.0,Lee County
288759,3/3/20,7.0,Lee County
288760,3/4/20,6.0,Lee County
288761,3/5/20,6.0,Lee County
288762,3/6/20,5.0,Lee County
288763,3/7/20,5.0,Lee County
288764,3/8/20,4.0,Lee County
288765,3/9/20,4.0,Lee County
288766,3/10/20,5.0,Lee County
288767,3/11/20,7.0,Lee County
288768,3/12/20,15.0,Lee County
288769,3/13/20,18.0,Lee County
288770,3/14/20,13.0,Lee County
288771,3/15/20,9.0,Lee County
288772,3/16/20,15.0,Lee County
288773,3/17/20,12.0,Lee County
288774,3/18/20,6.0,Lee County
288775,3/19/20,6.0,Lee County
288776,3/20/20,8.0,Lee County
288777,3/21/20,-4.0,Lee County
288778,3/22/20,-13.0,Lee County
288779,3/23/20,-13.0,Lee County
288780,3/24/20,-15.0,Lee County
288781,3/25/20,-16.0,Lee County
288782,3/26/20,-17.0,Lee County
288783,3/27/20,-16.0,Lee County
288784,3/28/20,-26.0,Lee County
288785,3/29/20,-28.0,Lee County
288786,3/30/20,-24.0,Lee County
288787,3/31/20,-23.0,Lee County
288788,4/1/20,-12.0,Lee County
288789,4/2/20,-12.0,Lee County
288790,4/3/20,-26.0,Lee County
288791,4/4/20,-34.0,Lee County
288792,4/5/20,-38.0,Lee County
288793,4/6/20,-30.0,Lee County
288794,4/7/20,-29.0,Lee County
288795,4/8/20,-27.0,Lee County
288796,4/9/20,-25.0,Lee County
288797,4/10/20,-24.0,Lee County
288798,4/11/20,-25.0,Lee County
288799,4/12/20,-53.0,Lee County
288800,4/13/20,-28.0,Lee County
288801,4/14/20,-27.0,Lee County
288802,4/15/20,-23.0,Lee County
288803,4/16/20,-26.0,Lee County
288804,4/17/20,-23.0,Lee County
288805,4/18/20,-25.0,Lee County
288806,4/19/20,-26.0,Lee County
288807,4/20/20,-27.0,Lee County
288808,4/21/20,-23.0,Lee County
288809,4/22/20,-23.0,Lee County
288810,4/23/20,-23.0,Lee County
288811,4/24/20,-24.0,Lee County
288812,4/25/20,-24.0,Lee County
288813,4/26/20,-29.0,Lee County
288814,4/27/20,-21.0,Lee County
288815,4/28/20,-21.0,Lee County
288816,4/29/20,-21.0,Lee County
288817,4/30/20,-23.0,Lee County
288818,5/1/20,-15.0,Lee County
288819,5/2/20,-17.0,Lee County
288820,5/3/20,-17.0,Lee County
288821,5/4/20,-19.0,Lee County
288822,5/5/20,-16.0,Lee County
288823,5/6/20,-18.0,Lee County
288824,5/7/20,-16.0,Lee County
288825,5/8/20,-12.0,Lee County
288826,5/9/20,-8.0,Lee County
288827,5/10/20,-13.0,Lee County
288828,5/11/20,-19.0,Lee County
288829,5/12/20,-16.0,Lee County
288830,5/13/20,-17.0,Lee County
288831,5/14/20,-17.0,Lee County
288832,5/15/20,-16.0,Lee County
288833,5/16/20,-15.0,Lee County
288834,5/17/20,-17.0,Lee County
288835,5/18/20,-23.0,Lee County
288836,5/19/20,-15.0,Lee County
288837,5/20/20,-16.0,Lee County
288838,5/21/20,-14.0,Lee County
288839,5/22/20,-15.0,Lee County
288840,5/23/20,-14.0,Lee County
288841,5/24/20,-17.0,Lee County
288842,5/25/20,-23.0,Lee County
288843,5/26/20,-16.0,Lee County
288844,5/27/20,-16.0,Lee County
288845,5/28/20,-16.0,Lee County
288846,5/29/20,-14.0,Lee County
288847,5/30/20,-16.0,Lee County
288848,5/31/20,-15.0,Lee County
288849,6/1/20,-16.0,Lee County
288850,6/2/20,-17.0,Lee County
288851,6/3/20,-17.0,Lee County
288852,6/4/20,-15.0,Lee County
288853,6/5/20,-16.0,Lee County
288854,6/6/20,-16.0,Lee County
288855,6/7/20,-16.0,Lee County
288856,6/8/20,-16.0,Lee County
288857,6/9/20,-14.0,Lee County
288858,6/10/20,-16.0,Lee County
288859,6/11/20,-16.0,Lee County
288860,6/12/20,-12.0,Lee County
288861,6/13/20,-19.0,Lee County
288862,6/14/20,-16.0,Lee County
288863,6/15/20,-15.0,Lee County
288864,6/16/20,-13.0,Lee County
288865,6/17/20,-14.0,Lee County
288866,6/18/20,-16.0,Lee County
288867,6/19/20,-11.0,Lee County
288868,6/20/20,-9.0,Lee County
288869,6/21/20,-13.0,Lee County
288870,6/22/20,-16.0,Lee County
288871,6/23/20,-15.0,Lee County
288872,6/24/20,-15.0,Lee County
288873,6/25/20,-15.0,Lee County
288874,6/26/20,-12.0,Lee County
288875,6/27/20,-14.0,Lee County
288876,6/28/20,-16.0,Lee County
288877,6/29/20,-16.0,Lee County
288878,6/30/20,-17.0,Lee County
288879,7/1/20,-13.0,Lee County
288880,7/2/20,-9.0,Lee County
288881,7/3/20,-5.0,Lee County
288882,2/15/20,3.0,Leon County
288883,2/16/20,-9.0,Leon County
288884,2/17/20,-2.0,Leon County
288885,2/18/20,-4.0,Leon County
288886,2/19/20,-1.0,Leon County
288887,2/20/20,-3.0,Leon County
288888,2/21/20,-1.0,Leon County
288889,2/22/20,-1.0,Leon County
288890,2/23/20,-1.0,Leon County
288891,2/24/20,-1.0,Leon County
288892,2/25/20,-1.0,Leon County
288893,2/26/20,-4.0,Leon County
288894,2/27/20,4.0,Leon County
288895,2/28/20,4.0,Leon County
288896,2/29/20,4.0,Leon County
288897,3/1/20,6.0,Leon County
288898,3/2/20,5.0,Leon County
288899,3/3/20,5.0,Leon County
288900,3/4/20,4.0,Leon County
288901,3/5/20,-1.0,Leon County
288902,3/6/20,3.0,Leon County
288903,3/7/20,2.0,Leon County
288904,3/8/20,1.0,Leon County
288905,3/9/20,4.0,Leon County
288906,3/10/20,4.0,Leon County
288907,3/11/20,4.0,Leon County
288908,3/12/20,13.0,Leon County
288909,3/13/20,19.0,Leon County
288910,3/14/20,15.0,Leon County
288911,3/15/20,8.0,Leon County
288912,3/16/20,12.0,Leon County
288913,3/17/20,9.0,Leon County
288914,3/18/20,6.0,Leon County
288915,3/19/20,4.0,Leon County
288916,3/20/20,4.0,Leon County
288917,3/21/20,-4.0,Leon County
288918,3/22/20,-11.0,Leon County
288919,3/23/20,-11.0,Leon County
288920,3/24/20,-10.0,Leon County
288921,3/25/20,-10.0,Leon County
288922,3/26/20,-11.0,Leon County
288923,3/27/20,-13.0,Leon County
288924,3/28/20,-16.0,Leon County
288925,3/29/20,-22.0,Leon County
288926,3/30/20,-16.0,Leon County
288927,3/31/20,-20.0,Leon County
288928,4/1/20,-2.0,Leon County
288929,4/2/20,-4.0,Leon County
288930,4/3/20,-14.0,Leon County
288931,4/4/20,-18.0,Leon County
288932,4/5/20,-24.0,Leon County
288933,4/6/20,-19.0,Leon County
288934,4/7/20,-20.0,Leon County
288935,4/8/20,-21.0,Leon County
288936,4/9/20,-17.0,Leon County
288937,4/10/20,-17.0,Leon County
288938,4/11/20,-15.0,Leon County
288939,4/12/20,-57.0,Leon County
288940,4/13/20,-24.0,Leon County
288941,4/14/20,-24.0,Leon County
288942,4/15/20,-21.0,Leon County
288943,4/16/20,-16.0,Leon County
288944,4/17/20,-20.0,Leon County
288945,4/18/20,-21.0,Leon County
288946,4/19/20,-22.0,Leon County
288947,4/20/20,-21.0,Leon County
288948,4/21/20,-19.0,Leon County
288949,4/22/20,-19.0,Leon County
288950,4/23/20,-28.0,Leon County
288951,4/24/20,-17.0,Leon County
288952,4/25/20,-15.0,Leon County
288953,4/26/20,-17.0,Leon County
288954,4/27/20,-17.0,Leon County
288955,4/28/20,-16.0,Leon County
288956,4/29/20,-17.0,Leon County
288957,4/30/20,-11.0,Leon County
288958,5/1/20,-9.0,Leon County
288959,5/2/20,-9.0,Leon County
288960,5/3/20,-11.0,Leon County
288961,5/4/20,-11.0,Leon County
288962,5/5/20,-6.0,Leon County
288963,5/6/20,-10.0,Leon County
288964,5/7/20,-9.0,Leon County
288965,5/8/20,-6.0,Leon County
288966,5/9/20,4.0,Leon County
288967,5/10/20,-4.0,Leon County
288968,5/11/20,-13.0,Leon County
288969,5/12/20,-10.0,Leon County
288970,5/13/20,-9.0,Leon County
288971,5/14/20,-10.0,Leon County
288972,5/15/20,-10.0,Leon County
288973,5/16/20,-9.0,Leon County
288974,5/17/20,-14.0,Leon County
288975,5/18/20,-13.0,Leon County
288976,5/19/20,-9.0,Leon County
288977,5/20/20,-19.0,Leon County
288978,5/21/20,-2.0,Leon County
288979,5/22/20,-3.0,Leon County
288980,5/23/20,-7.0,Leon County
288981,5/24/20,-8.0,Leon County
288982,5/25/20,-16.0,Leon County
288983,5/26/20,-14.0,Leon County
288984,5/27/20,-6.0,Leon County
288985,5/28/20,-5.0,Leon County
288986,5/29/20,-7.0,Leon County
288987,5/30/20,-4.0,Leon County
288988,5/31/20,-8.0,Leon County
288989,6/1/20,-5.0,Leon County
288990,6/2/20,-4.0,Leon County
288991,6/3/20,-3.0,Leon County
288992,6/4/20,-3.0,Leon County
288993,6/5/20,-4.0,Leon County
288994,6/6/20,-13.0,Leon County
288995,6/7/20,-24.0,Leon County
288996,6/8/20,-6.0,Leon County
288997,6/9/20,-16.0,Leon County
288998,6/10/20,-7.0,Leon County
288999,6/11/20,-7.0,Leon County
289000,6/12/20,-8.0,Leon County
289001,6/13/20,-4.0,Leon County
289002,6/14/20,-10.0,Leon County
289003,6/15/20,-6.0,Leon County
289004,6/16/20,-6.0,Leon County
289005,6/17/20,-7.0,Leon County
289006,6/18/20,-4.0,Leon County
289007,6/19/20,-3.0,Leon County
289008,6/20/20,0.0,Leon County
289009,6/21/20,-8.0,Leon County
289010,6/22/20,-11.0,Leon County
289011,6/23/20,-14.0,Leon County
289012,6/24/20,-9.0,Leon County
289013,6/25/20,-7.0,Leon County
289014,6/26/20,-8.0,Leon County
289015,6/27/20,-10.0,Leon County
289016,6/28/20,-13.0,Leon County
289017,6/29/20,-9.0,Leon County
289018,6/30/20,-8.0,Leon County
289019,7/1/20,-4.0,Leon County
289020,7/2/20,4.0,Leon County
289021,7/3/20,0.0,Leon County
289022,2/15/20,-9.0,Levy County
289023,2/16/20,-8.0,Levy County
289024,2/17/20,-11.0,Levy County
289025,2/18/20,-7.0,Levy County
289026,2/19/20,-6.0,Levy County
289027,2/20/20,-4.0,Levy County
289028,2/21/20,-4.0,Levy County
289029,2/22/20,-5.0,Levy County
289030,2/23/20,1.0,Levy County
289031,2/24/20,0.0,Levy County
289032,2/25/20,-7.0,Levy County
289033,2/26/20,-7.0,Levy County
289034,2/27/20,1.0,Levy County
289035,2/28/20,0.0,Levy County
289036,2/29/20,2.0,Levy County
289037,3/1/20,6.0,Levy County
289038,3/2/20,9.0,Levy County
289039,3/3/20,9.0,Levy County
289040,3/4/20,8.0,Levy County
289041,3/5/20,4.0,Levy County
289042,3/6/20,-3.0,Levy County
289043,3/7/20,1.0,Levy County
289044,3/8/20,8.0,Levy County
289045,3/9/20,9.0,Levy County
289046,3/10/20,5.0,Levy County
289047,3/11/20,8.0,Levy County
289048,3/12/20,13.0,Levy County
289049,3/13/20,19.0,Levy County
289050,3/14/20,21.0,Levy County
289051,3/15/20,21.0,Levy County
289052,3/16/20,24.0,Levy County
289053,3/17/20,25.0,Levy County
289054,3/18/20,21.0,Levy County
289055,3/19/20,18.0,Levy County
289056,3/20/20,4.0,Levy County
289057,3/21/20,6.0,Levy County
289058,3/22/20,2.0,Levy County
289059,3/23/20,0.0,Levy County
289060,3/24/20,0.0,Levy County
289061,3/25/20,-5.0,Levy County
289062,3/26/20,-5.0,Levy County
289063,3/27/20,-12.0,Levy County
289064,3/28/20,-10.0,Levy County
289065,3/29/20,-12.0,Levy County
289066,3/30/20,-10.0,Levy County
289067,3/31/20,-8.0,Levy County
289068,4/1/20,4.0,Levy County
289069,4/2/20,4.0,Levy County
289070,4/3/20,-9.0,Levy County
289071,4/4/20,-13.0,Levy County
289072,4/5/20,-19.0,Levy County
289073,4/6/20,-10.0,Levy County
289074,4/7/20,-10.0,Levy County
289075,4/8/20,-12.0,Levy County
289076,4/9/20,-11.0,Levy County
289077,4/10/20,-16.0,Levy County
289078,4/11/20,-4.0,Levy County
289079,4/12/20,-33.0,Levy County
289080,4/13/20,-5.0,Levy County
289081,4/14/20,-6.0,Levy County
289082,4/15/20,-5.0,Levy County
289083,4/16/20,1.0,Levy County
289084,4/17/20,-8.0,Levy County
289085,4/18/20,-10.0,Levy County
289086,4/19/20,-7.0,Levy County
289087,4/20/20,-1.0,Levy County
289088,4/21/20,-4.0,Levy County
289089,4/22/20,-5.0,Levy County
289090,4/23/20,-4.0,Levy County
289091,4/24/20,-10.0,Levy County
289092,4/25/20,-4.0,Levy County
289093,4/26/20,0.0,Levy County
289094,4/27/20,1.0,Levy County
289095,4/28/20,4.0,Levy County
289096,4/29/20,0.0,Levy County
289097,4/30/20,5.0,Levy County
289098,5/1/20,4.0,Levy County
289099,5/2/20,8.0,Levy County
289100,5/3/20,6.0,Levy County
289101,5/4/20,9.0,Levy County
289102,5/5/20,8.0,Levy County
289103,5/6/20,2.0,Levy County
289104,5/7/20,6.0,Levy County
289105,5/8/20,-2.0,Levy County
289106,5/9/20,15.0,Levy County
289107,5/10/20,14.0,Levy County
289108,5/11/20,3.0,Levy County
289109,5/12/20,4.0,Levy County
289110,5/13/20,-1.0,Levy County
289111,5/14/20,1.0,Levy County
289112,5/15/20,-4.0,Levy County
289113,5/16/20,3.0,Levy County
289114,5/17/20,8.0,Levy County
289115,5/18/20,1.0,Levy County
289116,5/19/20,1.0,Levy County
289117,5/20/20,-2.0,Levy County
289118,5/21/20,6.0,Levy County
289119,5/22/20,3.0,Levy County
289120,5/23/20,6.0,Levy County
289121,5/24/20,10.0,Levy County
289122,5/25/20,-3.0,Levy County
289123,5/26/20,-2.0,Levy County
289124,5/27/20,1.0,Levy County
289125,5/28/20,-3.0,Levy County
289126,5/29/20,-2.0,Levy County
289127,5/30/20,-2.0,Levy County
289128,5/31/20,1.0,Levy County
289129,6/1/20,7.0,Levy County
289130,6/2/20,0.0,Levy County
289131,6/3/20,0.0,Levy County
289132,6/4/20,-2.0,Levy County
289133,6/5/20,-10.0,Levy County
289134,6/6/20,-11.0,Levy County
289135,6/7/20,-11.0,Levy County
289136,6/8/20,-1.0,Levy County
289137,6/9/20,-9.0,Levy County
289138,6/10/20,-3.0,Levy County
289139,6/11/20,-2.0,Levy County
289140,6/12/20,-7.0,Levy County
289141,6/13/20,1.0,Levy County
289142,6/14/20,6.0,Levy County
289143,6/15/20,6.0,Levy County
289144,6/16/20,3.0,Levy County
289145,6/17/20,-2.0,Levy County
289146,6/18/20,2.0,Levy County
289147,6/19/20,-4.0,Levy County
289148,6/20/20,6.0,Levy County
289149,6/21/20,9.0,Levy County
289150,6/22/20,0.0,Levy County
289151,6/23/20,-2.0,Levy County
289152,6/24/20,-3.0,Levy County
289153,6/25/20,1.0,Levy County
289154,6/26/20,-11.0,Levy County
289155,6/27/20,-4.0,Levy County
289156,6/28/20,2.0,Levy County
289157,6/29/20,1.0,Levy County
289158,6/30/20,-4.0,Levy County
289159,7/1/20,-2.0,Levy County
289160,7/2/20,10.0,Levy County
289161,7/3/20,7.0,Levy County
289162,2/15/20,0.0,Liberty County
289163,2/16/20,-7.0,Liberty County
289164,2/17/20,-7.0,Liberty County
289166,2/20/20,-11.0,Liberty County
289167,2/21/20,4.0,Liberty County
289168,2/22/20,10.0,Liberty County
289170,2/27/20,2.0,Liberty County
289171,2/28/20,6.0,Liberty County
289172,2/29/20,10.0,Liberty County
289174,3/5/20,0.0,Liberty County
289175,3/6/20,14.0,Liberty County
289176,3/7/20,2.0,Liberty County
289177,3/12/20,0.0,Liberty County
289178,3/13/20,26.0,Liberty County
289179,3/14/20,14.0,Liberty County
289182,3/20/20,26.0,Liberty County
289183,3/21/20,18.0,Liberty County
289184,3/23/20,0.0,Liberty County
289186,3/25/20,-12.0,Liberty County
289187,3/26/20,-4.0,Liberty County
289188,3/27/20,-4.0,Liberty County
289189,3/28/20,-8.0,Liberty County
289190,3/29/20,-5.0,Liberty County
289191,3/30/20,-7.0,Liberty County
289195,4/3/20,-2.0,Liberty County
289196,4/4/20,0.0,Liberty County
289197,4/5/20,-14.0,Liberty County
289263,2/15/20,-5.0,Madison County
289264,2/16/20,-12.0,Madison County
289265,2/17/20,-14.0,Madison County
289266,2/18/20,-13.0,Madison County
289267,2/19/20,-7.0,Madison County
289268,2/20/20,-4.0,Madison County
289269,2/21/20,-1.0,Madison County
289270,2/22/20,-3.0,Madison County
289271,2/23/20,-4.0,Madison County
289272,2/24/20,8.0,Madison County
289273,2/25/20,-11.0,Madison County
289274,2/26/20,-4.0,Madison County
289275,2/27/20,12.0,Madison County
289276,2/28/20,10.0,Madison County
289277,2/29/20,17.0,Madison County
289278,3/1/20,9.0,Madison County
289279,3/2/20,5.0,Madison County
289280,3/3/20,27.0,Madison County
289281,3/4/20,15.0,Madison County
289282,3/5/20,18.0,Madison County
289283,3/6/20,0.0,Madison County
289284,3/7/20,5.0,Madison County
289285,3/8/20,8.0,Madison County
289286,3/9/20,15.0,Madison County
289287,3/10/20,2.0,Madison County
289288,3/11/20,7.0,Madison County
289289,3/12/20,28.0,Madison County
289290,3/13/20,27.0,Madison County
289291,3/14/20,18.0,Madison County
289292,3/15/20,16.0,Madison County
289293,3/16/20,27.0,Madison County
289294,3/17/20,14.0,Madison County
289295,3/18/20,14.0,Madison County
289296,3/19/20,28.0,Madison County
289297,3/20/20,19.0,Madison County
289298,3/21/20,23.0,Madison County
289299,3/22/20,4.0,Madison County
289300,3/23/20,-2.0,Madison County
289301,3/24/20,-5.0,Madison County
289302,3/25/20,-5.0,Madison County
289303,3/26/20,-3.0,Madison County
289304,3/27/20,1.0,Madison County
289305,3/28/20,-2.0,Madison County
289306,3/29/20,-2.0,Madison County
289307,3/30/20,-5.0,Madison County
289308,3/31/20,-15.0,Madison County
289309,4/1/20,5.0,Madison County
289310,4/2/20,11.0,Madison County
289311,4/3/20,0.0,Madison County
289312,4/4/20,3.0,Madison County
289313,4/5/20,-14.0,Madison County
289403,2/15/20,2.0,Manatee County
289404,2/16/20,4.0,Manatee County
289405,2/17/20,2.0,Manatee County
289406,2/18/20,3.0,Manatee County
289407,2/19/20,2.0,Manatee County
289408,2/20/20,4.0,Manatee County
289409,2/21/20,2.0,Manatee County
289410,2/22/20,3.0,Manatee County
289411,2/23/20,6.0,Manatee County
289412,2/24/20,3.0,Manatee County
289413,2/25/20,3.0,Manatee County
289414,2/26/20,1.0,Manatee County
289415,2/27/20,5.0,Manatee County
289416,2/28/20,7.0,Manatee County
289417,2/29/20,5.0,Manatee County
289418,3/1/20,10.0,Manatee County
289419,3/2/20,9.0,Manatee County
289420,3/3/20,10.0,Manatee County
289421,3/4/20,8.0,Manatee County
289422,3/5/20,7.0,Manatee County
289423,3/6/20,3.0,Manatee County
289424,3/7/20,4.0,Manatee County
289425,3/8/20,4.0,Manatee County
289426,3/9/20,3.0,Manatee County
289427,3/10/20,5.0,Manatee County
289428,3/11/20,9.0,Manatee County
289429,3/12/20,15.0,Manatee County
289430,3/13/20,19.0,Manatee County
289431,3/14/20,18.0,Manatee County
289432,3/15/20,15.0,Manatee County
289433,3/16/20,20.0,Manatee County
289434,3/17/20,17.0,Manatee County
289435,3/18/20,11.0,Manatee County
289436,3/19/20,11.0,Manatee County
289437,3/20/20,9.0,Manatee County
289438,3/21/20,0.0,Manatee County
289439,3/22/20,-8.0,Manatee County
289440,3/23/20,-8.0,Manatee County
289441,3/24/20,-10.0,Manatee County
289442,3/25/20,-12.0,Manatee County
289443,3/26/20,-12.0,Manatee County
289444,3/27/20,-13.0,Manatee County
289445,3/28/20,-18.0,Manatee County
289446,3/29/20,-22.0,Manatee County
289447,3/30/20,-18.0,Manatee County
289448,3/31/20,-17.0,Manatee County
289449,4/1/20,-4.0,Manatee County
289450,4/2/20,-7.0,Manatee County
289451,4/3/20,-22.0,Manatee County
289452,4/4/20,-25.0,Manatee County
289453,4/5/20,-36.0,Manatee County
289454,4/6/20,-25.0,Manatee County
289455,4/7/20,-24.0,Manatee County
289456,4/8/20,-22.0,Manatee County
289457,4/9/20,-21.0,Manatee County
289458,4/10/20,-20.0,Manatee County
289459,4/11/20,-18.0,Manatee County
289460,4/12/20,-50.0,Manatee County
289461,4/13/20,-24.0,Manatee County
289462,4/14/20,-23.0,Manatee County
289463,4/15/20,-20.0,Manatee County
289464,4/16/20,-24.0,Manatee County
289465,4/17/20,-21.0,Manatee County
289466,4/18/20,-25.0,Manatee County
289467,4/19/20,-21.0,Manatee County
289468,4/20/20,-29.0,Manatee County
289469,4/21/20,-18.0,Manatee County
289470,4/22/20,-20.0,Manatee County
289471,4/23/20,-19.0,Manatee County
289472,4/24/20,-35.0,Manatee County
289473,4/25/20,-16.0,Manatee County
289474,4/26/20,-20.0,Manatee County
289475,4/27/20,-19.0,Manatee County
289476,4/28/20,-17.0,Manatee County
289477,4/29/20,-18.0,Manatee County
289478,4/30/20,-19.0,Manatee County
289479,5/1/20,-14.0,Manatee County
289480,5/2/20,-14.0,Manatee County
289481,5/3/20,-13.0,Manatee County
289482,5/4/20,-15.0,Manatee County
289483,5/5/20,-10.0,Manatee County
289484,5/6/20,-15.0,Manatee County
289485,5/7/20,-12.0,Manatee County
289486,5/8/20,-9.0,Manatee County
289487,5/9/20,-1.0,Manatee County
289488,5/10/20,-9.0,Manatee County
289489,5/11/20,-15.0,Manatee County
289490,5/12/20,-12.0,Manatee County
289491,5/13/20,-11.0,Manatee County
289492,5/14/20,-12.0,Manatee County
289493,5/15/20,-13.0,Manatee County
289494,5/16/20,-8.0,Manatee County
289495,5/17/20,-8.0,Manatee County
289496,5/18/20,-18.0,Manatee County
